danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,chorus_hit,sections,decade,target
0.658,0.336,-17.939,0.0525,0.807,0.0,0.0969,0.923,74.279,144467,104.63266,4,60s,1
0.758,0.874,-4.804,0.0504,0.00202,0.418,0.0544,0.621,125.007,280320,30.73473,9,90s,1
0.177,0.523,-2.646,0.0351,0.517,0.417,0.0852,0.0952,101.563,170880,31.30497,7,60s,0
0.537,0.285,-13.398,0.039,0.673,0.000108,0.0882,0.617,148.255,194960,34.35277,10,60s,0
0.88,0.814,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,283067,52.85198,10,00s,1
0.488,0.0952,-25.268,0.0554,0.888,0.938,0.109,0.323,128.817,130027,29.80031,8,00s,0
0.524,0.803,-9.453,0.0454,0.000134,0.234,0.0526,0.458,119.989,231373,23.83324,10,00s,0
0.612,0.581,-7.763,0.0259,0.266,0.0,0.103,0.859,107.667,111720,30.65806,7,60s,1
0.464,0.896,-12.337,0.045,0.0298,0.563,0.11,0.845,138.79,266800,21.9368,18,70s,0
0.627,0.936,-7.935,0.0406,0.126,0.0,0.131,0.818,127.945,228507,30.95,14,80s,1
0.22,0.206,-8.705,0.0325,0.911,0.00288,0.371,0.19,148.094,164933,56.61847,7,60s,0
0.438,0.576,-10.296,0.137,0.0169,0.0282,0.538,0.454,159.573,276040,41.5895,15,70s,0
0.682,0.487,-10.464,0.0441,0.719,9.47e-05,0.112,0.659,107.42,385705,22.44178,15,70s,0
0.676,0.627,-9.067,0.114,0.446,0.0248,0.195,0.74,138.139,239427,101.51028,7,80s,0
0.258,0.207,-18.971,0.0421,0.985,0.942,0.176,0.113,172.354,52227,17.90475,3,00s,0
0.533,0.955,-3.708,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,216733,19.56443,8,00s,1
0.0758,0.282,-12.236,0.0436,0.967,0.954,0.171,0.0405,55.732,208960,17.19955,10,80s,0
0.703,0.0958,-21.82,0.141,0.946,0.013,0.104,0.749,119.406,109027,67.12255,5,70s,0
0.858,0.665,-2.907,0.101,0.00348,0.0,0.094,0.237,146.031,210557,44.39683,8,10s,1
0.717,0.841,-10.366,0.0486,5.46e-05,0.936,0.104,0.284,128.999,470698,40.8388,15,10s,0
0.336,0.545,-16.639,0.0981,0.789,0.0,0.43,0.265,86.013,31787,0.0,2,00s,0
0.715,0.602,-12.148,0.032,0.159,0.00136,0.105,0.626,110.018,267467,85.25264,9,80s,1
0.597,0.549,-10.253,0.0586,0.651,1.47e-05,0.0991,0.204,122.801,291596,31.94497,16,10s,0
0.696,0.521,-6.635,0.0343,0.189,0.0,0.117,0.552,134.28,278600,58.69246,12,90s,1
0.832,0.876,-9.134,0.119,0.0037,0.931,0.0658,0.322,138.02,434567,39.57674,18,00s,0
0.203,0.998,-4.929,0.144,3.59e-05,0.0002,0.306,0.0314,146.219,96333,40.32373,6,00s,0
0.591,0.605,-11.37,0.0894,0.00347,0.0301,0.148,0.746,122.252,157400,22.38978,9,80s,0
0.442,0.417,-12.992,0.047,0.773,3.54e-06,0.229,0.276,94.233,229733,75.21536,12,70s,0
0.613,0.513,-10.773,0.0599,0.658,0.0,0.0654,0.635,132.11,178027,42.83271,7,70s,1
0.144,0.953,-3.882,0.0676,2.01e-06,0.000493,0.306,0.296,159.438,197707,29.63035,10,10s,0
0.652,0.535,-12.21,0.0386,0.908,5.26e-05,0.117,0.961,99.097,139267,61.86275,6,90s,0
0.838,0.763,-11.132,0.227,0.0915,1.37e-05,0.123,0.544,104.958,224160,33.1031,11,00s,1
0.452,0.988,-4.233,0.213,2.53e-05,0.631,0.394,0.0927,130.324,260731,27.9319,8,10s,0
0.467,0.622,-7.255,0.031,0.365,0.00527,0.0982,0.455,164.418,287267,24.23904,15,90s,1
0.428,0.0921,-30.66,0.0311,0.911,0.919,0.0993,0.786,139.937,129406,34.06076,7,70s,0
0.673,0.765,-10.615,0.0256,0.0439,3.43e-05,0.107,0.779,98.241,281533,21.46211,15,80s,1
0.9,0.593,-6.629,0.333,0.0554,0.0,0.0304,0.633,92.946,172933,21.78144,9,00s,1
0.807,0.494,-7.513,0.0484,0.0171,0.00355,0.0372,0.949,117.817,211160,68.73507,7,70s,0
0.372,0.757,-7.758,0.0642,0.00851,6.55e-05,0.122,0.572,82.386,251960,65.31176,9,90s,0
0.492,0.344,-15.259,0.0259,0.674,0.531,0.0933,0.247,86.485,199414,21.19259,9,00s,0
0.491,0.643,-8.642,0.0415,0.298,0.505,0.301,0.658,127.955,116973,26.7829,6,80s,0
0.447,0.876,-3.895,0.0822,0.000105,0.872,0.0421,0.407,94.993,261560,83.46623,9,10s,0
0.845,0.561,-5.253,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,25.6548,9,10s,1
0.22,0.174,-20.329,0.0307,0.378,0.0,0.0944,0.106,167.178,260493,27.05795,12,90s,1
0.489,0.426,-9.762,0.0393,0.114,0.0504,0.117,0.521,81.354,156160,29.3717,7,70s,1
0.179,0.744,-6.349,0.0457,0.00229,0.683,0.137,0.0385,60.934,84653,29.61596,4,70s,0
0.521,0.805,-4.481,0.0289,0.124,0.000219,0.33,0.527,141.967,176987,27.9036,10,10s,1
0.852,0.42,-21.28,0.293,0.0246,0.000699,0.355,0.647,117.109,232000,61.75679,12,80s,0
0.549,0.0946,-16.815,0.032,0.855,1.25e-05,0.106,0.426,138.75,171267,29.63185,7,70s,0
0.723,0.673,-11.564,0.0357,0.00437,0.537,0.25,0.64,122.952,437600,32.99187,13,90s,0
0.44,0.445,-10.313,0.0285,0.705,1.27e-06,0.393,0.681,93.32,168960,22.39269,11,60s,1
0.083,0.969,-3.083,0.0873,0.00967,0.386,0.379,0.229,171.644,143693,22.73141,6,00s,0
0.49,0.547,-11.637,0.0359,0.349,0.0,0.321,0.383,132.162,171133,31.11037,8,60s,1
0.784,0.611,-13.307,0.0412,0.416,4.59e-06,0.354,0.975,131.905,330267,61.88554,13,70s,0
0.501,0.159,-13.748,0.0346,0.877,0.0,0.694,0.0708,112.121,306133,43.18438,13,90s,0
0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,52.01351,11,10s,1
0.399,0.971,-5.076,0.0515,0.338,1.9e-05,0.359,0.772,118.015,206187,32.97413,8,80s,1
0.373,0.61,-10.703,0.0463,0.54,0.0,0.837,0.904,153.239,125067,56.16666,6,60s,1
0.938,0.628,-7.587,0.158,0.0364,0.0,0.33,0.758,119.996,211733,24.67253,10,90s,1
0.365,0.0444,-20.493,0.0372,0.969,3.84e-06,0.117,0.194,103.381,182559,50.48296,12,60s,0
0.729,0.688,-7.468,0.0264,0.127,9.44e-06,0.295,0.671,123.867,219600,33.82872,9,90s,1
0.611,0.697,-8.43,0.0437,0.406,0.0,0.24,0.971,139.521,182067,36.37854,9,60s,0
0.195,0.576,-12.151,0.0415,0.821,6.79e-06,0.15,0.0371,103.372,110560,24.61847,6,70s,0
0.218,0.583,-8.638,0.0492,0.55,2.95e-06,0.135,0.383,170.835,468653,37.95703,19,70s,1
0.642,0.695,-8.279,0.156,0.769,0.0,0.147,0.741,89.102,187242,47.51282,5,70s,0
0.341,0.17,-16.242,0.051,0.875,0.756,0.165,0.238,61.522,65638,22.39377,3,60s,0
0.582,0.866,-10.47,0.0588,0.0733,0.0176,0.107,0.467,124.134,231667,31.96324,11,80s,1
0.553,0.789,-4.355,0.0256,0.0122,5.68e-06,0.0918,0.491,104.979,193240,33.66276,10,00s,1
0.718,0.926,-3.511,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,204583,22.37744,10,10s,0
0.163,0.201,-17.837,0.0363,0.929,0.676,0.0785,0.09,67.599,229800,50.81028,9,70s,0
0.399,0.325,-11.149,0.0307,0.835,3.22e-05,0.581,0.35,105.227,171067,29.16395,10,60s,0
0.724,0.649,-9.205,0.029,0.646,0.839,0.0529,0.479,122.294,201173,37.89282,10,00s,0
0.62,0.506,-7.327,0.0312,0.187,1.47e-05,0.102,0.275,126.015,285560,39.20083,12,10s,1
0.38,0.95,-3.729,0.113,0.000104,0.0306,0.487,0.0399,144.959,163101,68.6899,6,10s,0
0.354,0.556,-8.997,0.0409,0.386,0.0,0.156,0.773,154.777,190533,25.11125,10,80s,0
0.478,0.72,-6.723,0.0349,0.65,0.0,0.372,0.736,105.711,128392,27.77861,7,60s,1
0.638,0.505,-13.022,0.0428,0.255,0.0427,0.131,0.655,119.702,219333,36.31971,9,70s,0
0.375,0.885,-6.756,0.0725,0.0626,0.00143,0.267,0.349,99.531,392173,19.56054,11,60s,0
0.292,0.478,-10.331,0.0483,0.00172,0.00209,0.0882,0.226,120.445,369920,56.50196,13,70s,0
0.365,0.241,-13.078,0.0321,0.837,0.0,0.349,0.339,114.302,154920,17.84553,8,60s,1
0.487,0.497,-5.776,0.064,0.124,0.167,0.109,0.195,160.317,246573,44.78423,10,00s,0
0.719,0.558,-10.063,0.046,0.293,0.00208,0.0883,0.871,97.472,184253,36.13967,10,70s,1
0.629,0.547,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,298933,25.87083,13,80s,1
0.219,0.131,-18.697,0.0322,0.977,0.957,0.0876,0.0722,147.597,133675,19.59834,9,60s,0
0.29,0.99,-4.203,0.181,3.48e-05,0.373,0.666,0.351,164.131,103520,29.31974,4,70s,0
0.493,0.679,-4.438,0.0337,0.227,0.0,0.32,0.448,160.106,238893,39.40361,12,00s,1
0.425,0.69,-6.221,0.0351,0.00385,0.0154,0.287,0.233,84.99,239216,35.33047,10,10s,1
0.445,0.333,-8.364,0.0311,0.792,0.0,0.153,0.227,81.108,187538,59.93704,6,60s,0
0.337,0.403,-11.647,0.0349,0.161,0.15,0.298,0.781,177.912,313012,58.65369,13,70s,0
0.682,0.561,-9.726,0.0285,0.176,0.0,0.092,0.788,107.474,175093,38.2467,8,80s,1
0.635,0.616,-6.104,0.0596,0.239,0.0,0.326,0.759,120.381,140133,27.44167,9,60s,1
0.349,0.123,-19.248,0.1,0.91,3.52e-05,0.133,0.157,76.24,268907,48.43741,11,60s,0
0.599,0.755,-4.608,0.0253,0.317,0.00244,0.11,0.401,110.885,189773,36.75464,9,10s,0
0.895,0.538,-5.032,0.346,0.0309,0.23,0.112,0.828,129.983,240000,30.73543,10,10s,0
0.584,0.656,-9.423,0.0433,0.83,0.000443,0.13,0.609,86.747,192867,20.25727,13,70s,1
0.725,0.491,-9.713,0.0336,0.697,0.373,0.0846,0.928,111.415,204293,53.12189,10,70s,0
0.7,0.781,-8.255,0.0507,0.0874,0.00342,0.059,0.385,108.695,289067,32.51908,13,80s,1
0.623,0.68,-9.405,0.0512,0.0888,0.0,0.116,0.856,132.429,148267,27.1921,11,60s,1
0.645,0.629,-9.57,0.0399,0.367,3.94e-06,0.15,0.894,93.143,290373,46.48428,14,80s,0
0.307,0.468,-10.424,0.0302,0.0282,0.713,0.0866,0.0979,81.114,191387,26.65091,6,00s,0
0.705,0.467,-8.456,0.0298,0.236,0.0,0.113,0.522,119.938,259693,36.96112,12,00s,1
0.559,0.746,-8.639,0.0265,0.343,4.49e-05,0.775,0.627,96.289,249133,29.45963,13,80s,1
0.554,0.903,-5.951,0.0302,0.375,0.000222,0.117,0.923,106.466,215067,31.66979,9,80s,0
0.706,0.242,-18.366,0.106,0.767,0.038,0.133,0.622,77.0,370987,60.44961,14,80s,0
0.308,0.481,-10.426,0.0416,0.711,0.0,0.399,0.838,85.561,139347,57.29734,7,60s,1
0.624,0.327,-9.121,0.0265,0.573,0.000195,0.179,0.647,95.915,184827,51.04372,10,60s,0
0.791,0.648,-14.258,0.0365,0.296,4.65e-05,0.0721,0.808,115.896,268293,26.58497,14,80s,1
0.592,0.692,-11.904,0.0367,0.874,0.917,0.251,0.513,73.454,153120,104.62649,4,90s,0
0.331,0.755,-7.935,0.0487,0.0165,0.252,0.315,0.452,134.566,554667,50.45956,21,70s,0
0.474,0.791,-9.037,0.114,0.111,5.17e-05,0.289,0.689,100.086,199027,22.56629,8,70s,1
0.593,0.658,-8.393,0.0364,0.0118,0.0204,0.137,0.422,135.053,251120,22.18303,11,00s,0
0.803,0.856,-5.946,0.0435,0.57,0.00921,0.11,0.963,113.082,251507,40.01932,12,80s,1
0.354,0.396,-16.091,0.0282,0.455,0.0258,0.188,0.403,102.441,301640,37.97565,13,70s,1
0.704,0.395,-12.31,0.0373,0.723,0.00039,0.0689,0.765,79.007,227667,67.03004,10,80s,1
0.0983,0.183,-18.93,0.0374,0.879,0.92,0.113,0.0469,88.873,222960,100.93034,11,60s,0
0.676,0.591,-15.219,0.0462,0.431,0.000151,0.0596,0.962,97.31,142907,31.55255,6,60s,1
0.915,0.323,-14.405,0.164,0.203,0.155,0.127,0.569,111.283,67240,25.78678,4,80s,0
0.163,0.0825,-22.039,0.0439,0.962,0.845,0.128,0.0673,48.292,482253,52.40872,21,60s,0
0.507,0.833,-6.234,0.0603,0.007,0.157,0.0808,0.198,127.611,258462,29.55778,8,10s,0
0.398,0.902,-3.518,0.0861,0.00289,0.0,0.066,0.491,166.823,232267,26.31202,10,00s,1
0.788,0.488,-13.096,0.0578,0.566,5.88e-06,0.151,0.85,107.31,207427,27.78532,9,70s,1
0.236,0.405,-9.571,0.0281,0.451,0.000823,0.11,0.389,84.076,159600,36.02417,10,60s,1
0.36,0.909,-6.827,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,217387,29.34329,12,80s,1
0.434,0.567,-7.278,0.0309,0.396,0.0,0.132,0.271,175.845,251133,33.16539,11,00s,1
0.295,0.108,-22.812,0.0339,0.93,0.00246,0.11,0.335,182.546,226267,30.82634,12,80s,0
0.313,0.931,-7.951,0.113,8.67e-05,0.919,0.176,0.405,109.648,270840,86.03433,12,90s,0
0.45,0.49,-8.554,0.0545,0.777,3.09e-06,0.0466,0.649,198.564,133027,52.12321,8,60s,0
0.165,0.0331,-26.428,0.0382,0.994,0.724,0.109,0.067,67.504,75520,30.93773,3,00s,0
0.52,0.421,-12.256,0.0312,0.031,7.14e-06,0.112,0.565,162.361,212200,25.30591,11,80s,1
0.918,0.734,-2.832,0.269,0.0294,7.9e-06,0.191,0.608,97.044,230693,24.366,8,90s,1
0.227,0.161,-17.322,0.0756,0.98,0.00934,0.288,0.0441,77.424,623827,28.22347,28,60s,0
0.303,0.414,-12.3,0.0299,0.42,0.0863,0.265,0.411,106.945,114240,25.57679,8,70s,0
0.767,0.331,-10.777,0.0337,0.64,0.0,0.0681,0.636,113.312,149693,31.00423,7,60s,1
0.716,0.44,-13.507,0.0461,0.506,0.000224,0.0675,0.612,118.841,235200,32.54959,12,70s,1
0.272,0.281,-7.634,0.0287,0.388,2.29e-05,0.158,0.141,89.914,240400,46.43823,12,00s,1
0.761,0.551,-11.621,0.0405,0.777,5.31e-05,0.101,0.927,81.436,114613,34.76052,6,60s,1
0.527,0.939,-5.752,0.0306,2.43e-05,0.351,0.667,0.836,100.852,224560,65.35948,4,90s,0
0.651,0.252,-14.898,0.0405,0.98,0.893,0.101,0.909,93.702,146360,33.28681,8,90s,0
0.494,0.628,-5.19,0.0309,0.112,0.0,0.0801,0.624,103.737,246067,46.51389,10,80s,1
0.693,0.422,-9.482,0.225,0.761,0.75,0.0871,0.858,114.641,160133,34.82165,6,90s,0
0.833,0.515,-5.0,0.0462,0.347,0.00156,0.116,0.4,97.035,257333,39.02931,9,00s,1
0.683,0.827,-7.926,0.0371,0.202,0.00022,0.32,0.963,134.475,270227,28.52822,14,70s,1
0.544,0.169,-17.224,0.0283,0.272,1.46e-06,0.0831,0.39,98.649,213560,42.21306,10,80s,0
0.401,0.426,-10.8,0.0315,0.66,0.0,0.165,0.395,129.86,154000,46.10283,7,60s,1
0.592,0.363,-15.457,0.0536,0.413,0.000975,0.112,0.286,126.739,158333,28.60806,8,60s,1
0.306,0.701,-9.918,0.0664,0.000404,0.59,0.197,0.538,92.527,442581,18.99092,20,60s,0
0.48,0.894,-4.585,0.0272,3.65e-05,0.000211,0.335,0.369,94.086,284733,42.31998,13,10s,0
0.648,0.703,-10.193,0.0969,9.59e-06,0.614,0.0504,0.5,154.962,240560,17.3824,13,80s,0
0.657,0.804,-8.989,0.0423,0.0692,0.371,0.0667,0.918,149.668,209307,27.00652,12,80s,1
0.456,0.616,-5.016,0.028,0.105,0.000193,0.115,0.443,90.037,272560,39.49849,9,00s,0
0.448,0.671,-12.115,0.032,0.00392,0.00671,0.233,0.598,135.507,384640,45.11935,18,70s,0
0.808,0.655,-6.419,0.0348,0.368,0.000268,0.0922,0.964,127.943,155613,38.2937,8,60s,1
0.461,0.382,-13.3,0.0401,0.958,0.0713,0.185,0.384,123.36,257053,20.33816,15,70s,0
0.448,0.572,-9.351,0.0292,0.186,0.0,0.151,0.303,157.979,230800,35.25908,10,00s,1
0.363,0.519,-11.287,0.126,0.123,0.00401,0.181,0.301,163.52,191653,35.10833,8,90s,0
0.73,0.313,-19.015,0.0521,0.038,0.238,0.0538,0.592,127.547,300173,31.75843,12,80s,0
0.678,0.619,-13.386,0.0266,0.114,0.005,0.0609,0.803,105.577,239307,42.88478,12,90s,1
0.623,0.781,-7.062,0.111,0.217,0.0,0.141,0.97,113.559,28320,0.0,2,70s,0
0.472,0.464,-9.611,0.031,0.347,0.0,0.153,0.388,118.891,175027,31.04159,10,60s,0
0.436,0.977,-6.021,0.0746,0.000976,0.33,0.329,0.464,148.001,108867,59.07061,6,80s,0
0.371,0.83,-6.692,0.0702,0.545,0.0,0.104,0.767,151.605,155533,31.13097,9,60s,1
0.394,0.284,-17.59,0.0343,0.282,1.23e-06,0.213,0.52,94.969,155360,34.13204,8,90s,0
0.657,0.547,-9.693,0.0472,0.00715,0.727,0.414,0.0849,144.984,267609,38.66583,8,10s,0
0.855,0.279,-9.927,0.12,0.858,0.0,0.174,0.774,117.393,163973,29.44746,11,70s,0
0.448,0.763,-11.657,0.0493,0.431,0.359,0.291,0.513,117.938,663133,33.5362,21,70s,1
0.493,0.402,-13.65,0.0367,0.898,0.926,0.286,0.755,109.82,171136,51.03315,8,70s,0
0.306,0.318,-9.603,0.0297,0.842,0.000258,0.0909,0.457,85.342,223667,35.07062,10,70s,0
0.612,0.588,-6.811,0.0351,0.251,0.000425,0.0658,0.703,104.723,399040,49.5844,18,70s,1
0.623,0.721,-10.52,0.0276,0.302,0.000122,0.0838,0.782,101.431,284280,32.73797,11,80s,1
0.615,0.319,-9.178,0.0376,0.639,0.0,0.142,0.828,90.998,86760,22.63337,5,60s,0
0.698,0.964,-5.118,0.055,0.222,0.101,0.373,0.348,120.786,261413,35.20855,12,80s,0
0.663,0.0279,-23.226,0.0545,0.993,0.929,0.0989,0.495,71.898,100227,39.4421,4,90s,0
0.357,0.968,-4.238,0.17,0.00073,0.506,0.0611,0.469,127.495,241013,29.05366,8,10s,0
0.63,0.738,-6.806,0.0263,0.411,2.27e-06,0.107,0.614,111.147,330420,31.21048,14,00s,0
0.772,0.752,-11.411,0.178,0.128,0.000684,0.324,0.672,118.204,442467,35.52946,16,80s,1
0.551,0.293,-12.503,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,27.74136,9,60s,1
0.585,0.804,-6.205,0.044,0.0246,1.03e-06,0.179,0.673,111.115,252933,28.95365,10,80s,1
0.9,0.916,-7.481,0.115,0.22,0.000141,0.0323,0.538,102.916,277894,24.71271,16,80s,0
0.583,0.602,-6.364,0.0274,0.368,0.0,0.22,0.388,74.008,229240,38.42256,8,80s,1
0.415,0.54,-12.888,0.026,0.0539,3.1e-05,0.121,0.464,105.103,268027,51.24058,10,80s,1
0.731,0.679,-8.06,0.0889,0.285,4.14e-05,0.0758,0.812,104.057,296333,29.13568,9,10s,0
0.485,0.351,-9.872,0.0253,0.809,7.4e-05,0.162,0.292,102.672,174613,99.0163,7,60s,1
0.166,0.957,-3.398,0.174,0.000158,0.061,0.578,0.289,165.496,278267,28.12996,13,90s,0
0.651,0.339,-11.917,0.0246,0.372,0.0141,0.0739,0.32,103.996,222120,45.52505,12,90s,1
0.74,0.393,-12.202,0.115,0.595,0.0,0.386,0.65,138.881,271491,28.93665,16,80s,0
0.519,0.34,-11.927,0.0313,0.942,0.893,0.263,0.659,98.391,123827,22.2216,7,60s,1
0.627,0.289,-10.987,0.0701,0.385,8.82e-06,0.0735,0.698,104.836,229093,32.74792,11,70s,0
0.605,0.933,-5.051,0.06,0.000399,0.0,0.106,0.402,101.07,207133,36.74254,10,00s,0
0.708,0.655,-2.69,0.0883,0.0583,2.1e-06,0.11,0.545,89.99,279160,22.80711,14,00s,1
0.638,0.738,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,75.09713,7,10s,1
0.597,0.478,-7.207,0.0374,0.377,1.17e-06,0.176,0.625,100.208,236200,30.58383,11,70s,0
0.367,0.127,-17.103,0.0388,0.981,0.966,0.0839,0.0616,165.449,132493,38.66002,7,70s,0
0.287,0.032,-23.385,0.0338,0.827,0.0,0.0986,0.146,69.651,64440,15.07484,3,60s,0
0.449,0.267,-15.301,0.0288,0.977,0.934,0.119,0.104,88.003,218800,43.8672,11,10s,0
0.351,0.444,-14.463,0.0315,0.835,0.0,0.139,0.912,173.632,146414,60.9183,7,60s,1
0.815,0.388,-12.238,0.0364,0.318,8.39e-05,0.0673,0.846,94.558,256693,47.83645,12,70s,1
0.429,0.712,-4.683,0.0368,0.000588,0.00952,0.0648,0.331,105.05,205080,31.23687,9,00s,0
0.642,0.742,-3.614,0.0429,0.0832,0.0,0.0887,0.407,78.858,232880,64.11521,7,00s,1
0.551,0.387,-10.845,0.0304,0.957,0.946,0.162,0.963,81.061,68400,25.98299,3,70s,0
0.778,0.573,-9.285,0.355,0.795,0.0,0.753,0.966,107.087,64773,11.3163,3,90s,0
0.815,0.605,-9.118,0.0368,0.033,0.684,0.114,0.795,102.643,259893,69.23949,7,90s,1
0.452,0.78,-9.342,0.0642,0.16,2.27e-05,0.332,0.388,136.799,213040,39.65794,11,60s,1
0.59,0.736,-8.459,0.0465,0.338,0.0,0.318,0.964,100.76,144387,47.44518,6,60s,0
0.579,0.485,-5.624,0.04,0.512,3.78e-06,0.245,0.686,133.998,132712,32.68834,8,60s,1
0.498,0.208,-16.817,0.0428,0.95,0.00774,0.3,0.479,110.978,166933,48.94021,9,60s,0
0.763,0.125,-18.877,0.0491,0.518,0.473,0.0848,0.347,125.913,166573,26.13839,10,60s,0
0.62,0.739,-13.833,0.063,0.0162,0.195,0.499,0.458,94.742,324933,49.57077,12,90s,0
0.663,0.676,-7.545,0.0386,0.519,0.000161,0.0898,0.527,91.162,301853,43.70332,16,90s,0
0.458,0.861,-6.011,0.086,0.477,0.0,0.0649,0.731,86.774,270933,47.33436,10,70s,1
0.44,0.274,-10.898,0.037,0.64,0.0,0.0878,0.409,149.971,250133,40.82936,12,00s,0
0.281,0.175,-22.934,0.0374,0.873,1.42e-05,0.438,0.617,71.787,124653,17.08348,8,60s,0
0.75,0.59,-11.799,0.0346,0.321,0.0,0.115,0.803,104.101,309400,54.7274,13,80s,1
0.52,0.607,-12.761,0.0607,0.0456,0.899,0.302,0.826,95.637,125333,19.61064,8,70s,0
0.211,0.292,-12.922,0.0299,0.567,0.927,0.0949,0.289,57.001,147428,47.3269,7,60s,0
0.814,0.67,-11.664,0.0672,0.000544,0.635,0.213,0.859,131.283,290893,18.13708,11,00s,0
0.565,0.454,-11.091,0.0461,0.265,0.0,0.181,0.312,74.809,334333,40.9389,12,10s,1
0.589,0.893,-2.948,0.0397,0.0273,0.0,0.343,0.94,92.011,212507,35.05636,10,00s,1
0.69,0.695,-12.208,0.0529,0.0534,0.864,0.121,0.432,106.404,133640,86.35519,4,70s,1
0.268,0.344,-15.614,0.0454,0.624,0.0271,0.342,0.429,168.677,281000,24.46206,12,70s,1
0.869,0.846,-9.36,0.139,0.233,1.25e-05,0.0484,0.923,116.152,29853,0.0,2,10s,0
0.721,0.541,-8.623,0.0659,0.063,4.47e-06,0.165,0.263,96.046,256600,40.89462,9,10s,1
0.497,0.961,-5.774,0.0691,0.246,0.00125,0.129,0.675,105.593,225107,32.27572,11,80s,1
0.524,0.871,-5.402,0.0336,0.0163,3e-05,0.0804,0.84,189.006,284864,37.74172,12,10s,0
0.289,0.447,-15.023,0.0682,0.358,2.46e-06,0.0998,0.479,160.292,178160,51.01602,10,70s,1
0.683,0.635,-9.027,0.0323,0.00158,0.0,0.191,0.338,110.926,184160,28.59406,8,90s,1
0.842,0.718,-7.856,0.204,0.625,0.0,0.35,0.915,97.953,207360,31.38502,9,00s,0
0.623,0.938,-4.161,0.123,0.00296,0.000852,0.48,0.308,112.022,165960,43.56453,7,00s,1
0.742,0.579,-5.024,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,40.37675,14,10s,1
0.412,0.402,-12.863,0.0316,0.758,0.0,0.57,0.539,106.369,169200,23.54011,11,60s,1
0.442,0.452,-9.66,0.0568,0.534,0.898,0.0638,0.835,147.661,117827,33.2416,5,60s,1
0.574,0.327,-15.354,0.0418,0.725,0.728,0.168,0.869,83.81,191507,33.5381,10,80s,0
0.499,0.8,-2.665,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,41.67311,11,10s,1
0.669,0.711,-6.758,0.033,0.00217,0.0,0.466,0.544,110.01,172747,57.56684,6,10s,1
0.57,0.481,-9.741,0.645,0.497,0.0,0.425,0.622,159.939,346813,25.19407,16,00s,0
0.515,0.219,-15.296,0.033,0.746,0.0679,0.125,0.278,125.289,165241,35.57028,9,70s,0
0.303,0.073,-22.893,0.0439,0.99,0.914,0.107,0.0369,69.792,483813,41.10437,19,70s,0
0.667,0.686,-10.784,0.0418,0.104,0.0,0.401,0.949,131.852,134333,33.72448,7,70s,0
0.213,0.213,-11.896,0.0345,0.882,3.16e-05,0.0633,0.519,206.983,161533,43.24703,9,60s,1
0.701,0.303,-16.881,0.0362,0.583,0.000177,0.111,0.37,115.979,263773,40.99042,13,80s,1
0.477,0.989,-3.677,0.0975,0.00157,0.0695,0.784,0.621,86.302,177533,23.1062,7,00s,0
0.73,0.62,-12.556,0.0426,0.634,0.000325,0.107,0.97,143.034,167560,28.98,9,70s,0
0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,60.21001,9,00s,1
0.815,0.813,-5.992,0.0365,0.224,0.0,0.403,0.968,104.974,187267,37.0295,11,70s,1
0.831,0.844,-4.589,0.0585,0.217,0.0,0.115,0.768,112.048,211292,38.86894,7,10s,0
0.638,0.83,-8.616,0.0289,0.000847,0.00453,0.224,0.861,100.05,226345,77.81072,9,90s,1
0.727,0.937,-2.871,0.287,0.00417,0.0,0.091,0.749,132.067,219493,39.55134,8,10s,1
0.471,0.854,-7.328,0.182,0.000633,0.000339,0.299,0.358,136.893,186267,27.6525,10,90s,0
0.464,0.9,-5.701,0.0369,0.00246,0.905,0.167,0.71,81.991,305187,24.27857,20,00s,0
0.475,0.839,-8.507,0.0621,0.702,0.0,0.361,0.907,115.259,140133,41.04875,8,60s,0
0.656,0.813,-10.635,0.0406,0.296,0.0,0.468,0.966,137.386,35640,17.99411,3,90s,0
0.571,0.446,-16.421,0.0291,0.313,0.000303,0.0594,0.682,110.878,205040,30.2793,10,70s,1
0.608,0.351,-9.316,0.03,0.557,0.00892,0.201,0.157,135.976,245747,60.39494,10,00s,1
0.725,0.653,-9.365,0.0238,0.134,0.00675,0.272,0.582,103.003,318040,25.0056,17,90s,1
0.855,0.694,-4.393,0.169,0.371,0.0,0.109,0.49,122.078,324189,46.2978,14,10s,1
0.513,0.214,-14.067,0.119,0.984,0.0025,0.132,0.262,91.421,331173,33.9578,17,80s,0
0.588,0.287,-10.729,0.0369,0.887,0.0,0.13,0.39,89.396,149027,36.62784,7,60s,1
