danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,chorus_hit,sections,decade,target
0.417,0.469,-13.738,0.0341,0.644,0.0822,0.121,0.772,181.072,239107,44.62695,13,70s,0
0.614,0.661,-9.663,0.0313,0.22,0.000227,0.0915,0.65,124.027,279707,43.38318,11,70s,1
0.552,0.667,-7.058,0.039,0.66,0.0,0.1,0.64,131.041,141867,57.43174,7,60s,1
0.498,0.93,-5.977,0.0371,0.000204,2.69e-05,0.145,0.757,80.575,249587,36.03362,9,90s,1
0.683,0.481,-9.174,0.075,0.191,0.736,0.0907,0.47,120.001,160000,33.53092,8,10s,0
0.408,0.0556,-19.087,0.048,0.993,0.0,0.118,0.273,124.642,79933,28.60997,4,60s,0
0.737,0.869,-5.433,0.0267,0.481,0.0,0.308,0.898,126.628,193065,58.20316,7,90s,1
0.889,0.692,-6.653,0.145,0.229,0.104,0.108,0.673,104.982,240642,28.02626,13,10s,0
0.68,0.436,-13.219,0.0401,0.39,0.00351,0.146,0.929,143.019,163893,16.79868,10,80s,0
0.379,0.232,-14.849,0.0295,0.877,0.877,0.129,0.365,80.297,116307,47.52443,7,80s,0
0.395,0.525,-12.596,0.056,0.47,0.67,0.447,0.436,134.98,114827,27.93416,5,60s,1
0.811,0.371,-14.992,0.0328,0.584,0.0019,0.062,0.745,106.682,184960,21.75711,7,90s,1
0.616,0.894,-8.045,0.0373,0.0504,0.000166,0.333,0.624,138.459,234853,21.30117,10,80s,1
0.591,0.911,-5.65,0.0407,0.122,0.000575,0.391,0.438,99.992,216200,41.58986,8,90s,1
0.681,0.339,-10.052,0.0439,0.728,0.0,0.154,0.85,108.749,169253,47.26616,10,60s,0
0.494,0.615,-11.786,0.0244,0.246,0.904,0.117,0.49,92.032,164626,62.18425,8,80s,0
0.583,0.782,-4.769,0.0579,0.235,0.0,0.221,0.929,143.708,149933,35.05451,9,60s,1
0.131,1.0,-13.429,0.0403,0.793,0.548,0.963,1e-05,100.661,128615,24.89065,8,80s,0
0.266,0.567,-13.958,0.0457,0.652,0.0,0.0418,0.828,81.716,188253,41.79598,8,60s,0
0.643,0.671,-7.158,0.0296,0.0383,4.65e-05,0.0496,0.26,90.396,233493,40.06033,9,90s,1
0.393,0.27,-11.097,0.0333,0.95,0.000912,0.0768,0.218,121.621,159280,36.84918,9,60s,1
0.32,0.496,-9.135,0.0357,0.527,0.000937,0.082,0.131,142.428,263067,22.09596,15,80s,0
0.278,0.0643,-19.142,0.034,0.958,0.0015,0.068,0.0551,130.267,192760,52.03406,9,60s,1
0.329,0.262,-14.326,0.0739,0.916,0.00118,0.157,0.238,92.982,224467,46.34088,11,60s,0
0.627,0.767,-9.11,0.0407,0.000146,0.447,0.0254,0.873,138.941,208446,45.51141,9,00s,0
0.529,0.496,-9.007,0.029,0.173,0.0,0.251,0.278,136.859,250547,43.09482,12,90s,1
0.427,0.977,-3.634,0.121,8.62e-06,0.0161,0.353,0.138,130.08,286547,22.55822,14,00s,0
0.347,0.829,-4.587,0.0658,0.00648,0.000191,0.0728,0.252,125.93,280920,33.28064,8,80s,0
0.497,0.646,-13.85,0.0352,0.162,4.5e-06,0.0471,0.932,175.318,220173,52.71976,8,70s,1
0.332,0.221,-16.469,0.0381,0.988,0.917,0.111,0.0868,145.349,207884,27.71546,9,10s,0
0.221,0.432,-7.299,0.036,0.75,0.0,0.169,0.497,73.191,185800,27.50266,8,60s,1
0.691,0.507,-10.23,0.0343,0.627,0.0,0.457,0.885,128.518,125440,53.83427,4,60s,1
0.763,0.679,-12.854,0.0438,0.015,0.916,0.0294,0.301,119.994,340000,33.01245,12,10s,0
0.768,0.82,-4.63,0.0475,0.179,0.0,0.704,0.625,129.969,213293,46.44425,6,10s,1
0.345,0.87,-10.876,0.0954,0.000304,0.025,0.236,0.394,88.524,141040,60.46526,5,80s,0
0.337,0.99,-5.369,0.111,4.66e-05,0.209,0.155,0.447,79.555,125747,17.24507,3,90s,0
0.442,0.497,-12.112,0.0519,0.821,2.39e-05,0.521,0.783,187.51,517747,29.35549,21,70s,1
0.754,0.572,-9.573,0.423,0.451,5.93e-05,0.0542,0.75,90.698,404867,41.77046,21,80s,0
0.427,0.402,-14.816,0.0777,0.377,0.0113,0.693,0.503,116.648,1587800,36.33975,62,70s,0
0.452,0.24,-14.014,0.0351,0.912,2.45e-06,0.175,0.701,134.005,117147,24.79963,8,10s,1
0.376,0.0225,-15.304,0.0493,0.977,0.0,0.318,0.172,92.501,54533,27.36432,4,70s,0
0.754,0.474,-11.132,0.0286,0.72,0.0,0.0603,0.78,115.555,242040,32.45799,12,80s,0
0.885,0.534,-8.191,0.155,0.248,4.77e-05,0.0357,0.896,80.857,183227,87.57876,4,90s,1
0.569,0.437,-9.574,0.0385,0.685,5.87e-06,0.24,0.284,135.481,214600,27.926,10,70s,1
0.585,0.955,-6.132,0.0718,0.373,0.883,0.593,0.404,121.985,216080,46.55856,8,80s,0
0.586,0.377,-12.638,0.0271,0.0996,3.15e-06,0.0859,0.438,90.716,343400,38.53602,9,80s,1
0.456,0.437,-9.599,0.258,0.727,1.6e-06,0.46,0.766,200.316,203107,28.38139,11,00s,0
0.23,0.0432,-23.066,0.042,0.991,0.932,0.105,0.136,89.582,281680,21.61196,18,10s,0
0.361,0.219,-16.553,0.0285,0.563,0.0,0.558,0.26,98.532,216267,51.3972,11,60s,1
0.45,0.368,-11.057,0.0348,0.935,0.00127,0.453,0.91,108.017,214880,28.95673,11,60s,0
0.38,0.643,-8.304,0.0287,4.86e-05,2.67e-05,0.244,0.297,113.674,264360,35.51268,12,90s,1
0.466,0.562,-8.297,0.035,0.301,0.0,0.213,0.722,86.894,373373,35.29141,17,80s,0
0.599,0.613,-9.978,0.0344,0.163,1.66e-06,0.047,0.767,84.22,206707,55.90232,10,70s,1
0.58,0.119,-22.644,0.0377,0.769,0.00485,0.102,0.535,158.693,192067,49.69782,8,80s,0
0.746,0.437,-8.814,0.0284,0.183,0.0,0.0478,0.394,147.819,355933,38.38,16,90s,1
0.165,0.689,-6.745,0.0327,9.42e-05,0.158,0.0722,0.0883,82.448,448067,36.06022,17,00s,0
0.805,0.76,-8.14,0.0804,0.193,0.208,0.126,0.938,106.605,352640,21.18187,19,80s,0
0.625,0.52,-7.911,0.0427,0.741,0.0,0.164,0.759,91.202,117853,61.10828,5,60s,0
0.585,0.187,-18.585,0.0427,0.912,0.548,0.153,0.395,106.222,449693,57.61059,17,90s,0
0.49,0.715,-5.549,0.0476,0.386,0.0,0.311,0.866,130.726,145747,27.48807,8,60s,1
0.0707,0.529,-24.339,0.0636,0.312,0.234,0.284,0.00364,175.836,57600,21.86514,4,70s,0
0.92,0.861,-5.435,0.218,0.211,2.59e-05,0.0288,0.718,97.969,211400,27.47006,11,00s,1
0.888,0.777,-6.262,0.0505,0.0961,3.14e-05,0.0514,0.876,118.998,241520,24.2756,12,00s,1
0.758,0.646,-4.701,0.112,0.128,0.0,0.0778,0.589,155.955,197171,26.94078,11,10s,1
0.245,0.0227,-25.546,0.0417,0.981,0.00336,0.168,0.306,87.408,151213,40.59759,8,70s,0
0.589,0.48,-10.205,0.0289,0.129,0.0,0.104,0.458,99.136,222947,48.17642,11,60s,1
0.545,0.712,-6.41,0.0695,0.7,0.0304,0.082,0.899,173.126,143227,22.63765,8,60s,1
0.458,0.621,-4.553,0.0306,0.374,0.0,0.0999,0.34,145.904,239507,53.25203,11,00s,1
0.554,0.859,-8.842,0.066,0.16,0.0,0.117,0.686,128.637,171827,31.71179,11,60s,1
0.532,0.295,-11.811,0.0584,0.906,0.000141,0.202,0.909,72.508,83182,24.37302,3,70s,0
0.685,0.944,-5.19,0.34,0.134,0.0,0.362,0.543,128.013,214827,38.50058,9,10s,1
0.861,0.466,-6.554,0.117,0.0133,0.774,0.0666,0.592,127.006,332648,60.18129,12,80s,0
0.242,0.636,-8.582,0.0447,0.793,0.403,0.133,0.532,129.195,212653,35.80265,9,00s,0
0.675,0.775,-5.772,0.0522,0.0387,0.0,0.383,0.933,99.945,217853,25.74307,11,00s,1
0.525,0.973,-6.848,0.0802,0.191,0.00253,0.388,0.194,127.153,209173,51.11928,11,90s,0
0.181,0.0901,-17.953,0.0393,0.958,0.742,0.103,0.236,73.23,212733,26.29432,12,70s,0
0.384,0.873,-15.064,0.0624,0.00128,9.47e-06,0.0734,0.125,155.46,297000,27.17259,17,80s,0
0.575,0.466,-14.355,0.0784,0.415,0.0385,0.0992,0.831,109.467,296133,26.953,15,70s,0
0.865,0.687,-3.744,0.217,0.242,0.0,0.158,0.486,139.023,242407,28.71253,13,10s,1
0.876,0.535,-11.31,0.0368,0.0861,0.00738,0.265,0.905,123.104,222440,27.62179,11,80s,1
0.49,0.798,-3.66,0.0489,0.0137,0.0,0.0627,0.479,149.109,198733,37.31831,10,10s,1
0.468,0.952,-2.932,0.106,0.00302,0.0,0.365,0.304,185.024,261173,18.93407,13,10s,0
0.785,0.783,-3.982,0.187,0.00877,0.00454,0.072,0.592,98.132,290200,29.59849,10,00s,1
0.221,0.132,-18.72,0.0302,0.856,0.00341,0.105,0.237,79.846,156709,29.75426,11,60s,0
0.751,0.802,-11.838,0.0576,0.00271,0.146,0.103,0.752,114.885,308107,27.7874,12,70s,1
0.455,0.485,-8.741,0.11,0.787,1.1e-05,0.105,0.469,76.851,173493,35.51539,6,70s,0
0.859,0.864,-4.935,0.145,0.0564,0.0,0.044,0.721,95.981,280107,21.02404,15,80s,0
0.812,0.434,-10.848,0.0607,0.485,0.0,0.434,0.965,86.758,145600,27.0292,10,60s,0
0.738,0.821,-10.105,0.051,0.0273,0.00139,0.241,0.645,112.095,287733,19.09271,16,90s,1
0.507,0.884,-4.566,0.33,0.0617,0.0,0.158,0.719,173.575,277347,51.18952,9,10s,1
0.513,0.031,-22.735,0.0566,0.976,0.633,0.105,0.521,150.057,264881,27.29613,12,70s,0
0.267,0.127,-14.183,0.0334,0.786,0.0195,0.118,0.102,72.941,294493,39.41939,14,70s,1
0.33,0.23,-14.538,0.0484,0.789,0.000213,0.0678,0.183,68.473,257040,20.48884,13,70s,1
0.615,0.783,-8.716,0.0303,0.0717,0.000109,0.215,0.634,115.133,251853,30.43757,14,80s,1
0.85,0.674,-7.981,0.0373,0.309,0.000645,0.0356,0.74,115.005,220107,36.68908,13,00s,1
0.409,0.611,-9.499,0.0355,0.585,0.0,0.237,0.75,107.364,140467,51.11025,8,60s,1
0.407,0.221,-13.864,0.0444,0.949,0.942,0.0729,0.33,114.622,276813,35.29117,11,60s,0
0.779,0.762,-8.299,0.0522,0.8,0.374,0.053,0.706,123.261,468200,51.97187,16,70s,0
0.57,0.798,-5.772,0.0366,0.844,6.75e-05,0.106,0.963,121.897,101387,58.48414,5,60s,0
0.233,0.925,-9.545,0.094,5.42e-06,0.921,0.265,0.172,135.497,165449,57.54756,6,10s,0
0.513,0.514,-5.819,0.0274,0.255,0.0,0.258,0.216,132.157,246987,50.95651,10,90s,1
0.616,0.656,-9.327,0.246,0.139,0.0,0.607,0.655,84.856,102807,36.54841,5,70s,0
0.641,0.894,-7.41,0.0273,0.0857,0.009,0.157,0.972,109.823,199453,34.61031,7,80s,1
0.503,0.0908,-23.803,0.06,0.893,0.319,0.0911,0.485,124.931,104733,31.08205,4,60s,0
0.598,0.455,-8.094,0.0296,0.399,7.64e-05,0.112,0.362,74.578,239413,37.79493,10,90s,0
0.475,0.811,-4.499,0.0972,0.036,6.55e-06,0.532,0.682,199.984,233933,44.57664,12,10s,0
0.507,0.504,-8.976,0.045,0.546,0.0,0.191,0.962,204.226,174013,33.986,9,80s,0
0.283,0.903,-8.088,0.0864,0.583,3.65e-05,0.394,0.343,137.831,350773,36.89727,11,10s,0
0.615,0.373,-10.775,0.034,0.501,0.0,0.369,0.697,117.278,159773,23.16926,10,60s,1
0.715,0.584,-8.231,0.0296,0.432,1.41e-06,0.095,0.61,90.987,203173,61.51888,7,10s,1
0.716,0.599,-14.892,0.365,0.502,0.0104,0.103,0.967,91.655,174000,33.94747,6,80s,0
0.555,0.849,-3.373,0.0376,0.684,0.0,0.326,0.89,106.317,191747,47.02682,11,10s,0
0.407,0.862,-6.193,0.124,0.654,2.5e-05,0.811,0.628,123.152,118027,38.37664,6,60s,1
0.392,0.364,-9.905,0.0276,0.91,0.281,0.341,0.144,69.892,181933,20.41274,9,70s,1
0.419,0.852,-9.584,0.613,0.905,0.294,0.971,0.0995,108.036,363333,43.30355,13,60s,0
0.688,0.551,-5.496,0.031,0.0125,0.229,0.101,0.264,99.964,202533,20.1012,6,10s,1
0.612,0.918,-5.585,0.0682,0.000305,0.825,0.517,0.53,107.277,338907,53.9733,14,80s,0
0.587,0.396,-14.701,0.032,0.102,0.00062,0.307,0.779,81.265,329960,24.24137,13,90s,1
0.543,0.58,-9.427,0.0555,0.361,0.0,0.0614,0.856,94.481,304867,27.98203,13,80s,0
0.537,0.125,-18.991,0.0354,0.969,0.0902,0.232,0.591,112.925,158173,37.42638,8,60s,1
0.69,0.235,-13.855,0.0342,0.937,0.199,0.108,0.37,127.956,201333,31.01282,13,80s,0
0.512,0.734,-5.448,0.438,0.431,0.0,0.226,0.168,93.995,245813,70.26801,9,10s,1
0.259,0.127,-16.519,0.0389,0.97,0.929,0.105,0.0393,50.383,145360,34.40105,6,80s,0
0.353,0.762,-10.229,0.0457,0.116,0.923,0.103,0.106,126.561,1186507,208.48624,27,90s,0
0.688,0.729,-6.182,0.0379,0.507,1.25e-06,0.0922,0.764,110.233,228520,24.82507,12,70s,1
0.77,0.99,-8.135,0.0503,0.00298,0.788,0.317,0.798,122.883,277760,41.924,12,80s,0
0.799,0.542,-10.027,0.0281,0.378,0.00455,0.106,0.697,99.955,204733,38.964,9,70s,1
0.642,0.893,-11.091,0.0336,0.0022,0.575,0.107,0.566,117.945,374426,24.40178,13,80s,0
0.551,0.801,-8.372,0.0661,0.176,0.0,0.046,0.934,149.547,167509,49.57635,8,60s,1
0.55,0.314,-14.601,0.027,0.755,0.272,0.112,0.372,78.548,82242,41.54124,4,60s,0
0.438,0.964,-4.115,0.269,0.335,1.23e-06,0.184,0.606,109.01,221667,56.73474,8,70s,0
0.631,0.503,-12.083,0.0766,0.551,0.0,0.137,0.699,90.205,215387,28.2194,8,80s,1
0.478,0.306,-15.203,0.111,0.981,0.816,0.153,0.415,96.455,358987,56.76347,12,60s,0
0.652,0.627,-7.313,0.0894,0.436,8.11e-06,0.0674,0.315,137.867,340533,133.41636,6,10s,1
0.353,0.98,-3.795,0.204,1.07e-05,0.868,0.286,0.0607,125.031,227398,48.29587,12,10s,0
0.716,0.753,-5.682,0.0286,0.162,0.0306,0.0831,0.561,120.141,222000,57.71583,11,80s,1
0.559,0.233,-13.992,0.0409,0.658,0.631,0.0974,0.407,137.407,197400,40.12414,10,60s,0
0.738,0.908,-8.003,0.0295,0.595,0.000249,0.0417,0.923,129.477,299880,34.27572,14,80s,0
0.234,0.987,-7.966,0.076,1.12e-06,0.967,0.332,0.28,92.338,102280,60.12282,4,00s,0
0.783,0.42,-11.05,0.103,0.0722,0.0316,0.0692,0.716,131.75,130320,38.315,7,60s,0
0.698,0.623,-10.511,0.157,0.0495,0.628,0.063,0.767,150.976,154958,23.86809,7,70s,1
0.584,0.7,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,30.89377,7,10s,1
0.644,0.801,-5.594,0.0585,0.531,0.0,0.308,0.899,93.996,210733,29.76394,9,80s,0
0.454,0.308,-13.204,0.0463,0.422,0.0,0.0483,0.328,97.699,381360,51.60453,15,70s,1
0.375,0.335,-14.296,0.037,0.917,0.876,0.225,0.115,112.905,145067,27.34771,7,60s,0
0.58,0.571,-9.116,0.0321,0.378,5.13e-06,0.358,0.818,128.15,248013,39.7556,10,70s,1
0.511,0.386,-10.472,0.0376,0.878,0.0,0.147,0.644,70.411,129107,42.14171,6,60s,1
0.399,0.288,-12.371,0.0361,0.564,0.000152,0.298,0.281,118.224,193933,38.16771,8,70s,0
0.119,0.0758,-23.943,0.0536,0.945,0.973,0.0497,0.0333,94.577,534213,136.65344,20,70s,0
0.37,0.91,-6.006,0.188,1.45e-05,1.1e-06,0.0983,0.562,130.736,160438,37.89104,8,70s,0
0.933,0.959,-3.682,0.231,0.00337,1.23e-06,0.0416,0.734,110.141,222840,73.08413,13,80s,0
0.356,0.168,-15.561,0.052,0.585,0.0865,0.11,0.411,76.33,604440,75.03485,20,70s,0
0.62,0.81,-6.594,0.039,0.432,0.0,0.0843,0.793,150.738,172400,35.95946,7,80s,1
0.306,0.854,-4.851,0.0816,0.0091,4.4e-06,0.096,0.716,167.151,317013,32.53775,16,00s,0
0.764,0.32,-7.209,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,34.60346,8,10s,1
0.372,0.363,-10.212,0.031,0.632,0.0,0.157,0.145,77.079,264333,30.4877,11,90s,1
0.628,0.366,-12.625,0.0487,0.539,0.0,0.392,0.618,99.069,228733,41.42424,9,70s,1
0.647,0.506,-12.273,0.0274,0.611,0.00524,0.107,0.69,134.934,206929,35.99481,10,60s,0
0.383,0.322,-13.175,0.0356,0.0162,0.000573,0.164,0.287,106.009,330227,35.2244,13,60s,0
0.236,0.847,-4.534,0.0481,0.00011,0.000324,0.0985,0.376,168.707,222040,59.22369,9,00s,0
0.644,0.459,-11.702,0.0322,0.657,0.0,0.0876,0.852,92.801,137493,26.76934,6,60s,1
0.461,0.454,-8.661,0.0278,0.874,0.00013,0.0678,0.575,91.992,130926,47.81154,7,60s,0
0.748,0.907,-7.844,0.0611,0.0038,0.812,0.041,0.769,132.61,185043,37.31216,11,80s,1
0.401,0.201,-22.065,0.0796,0.917,1.81e-06,0.369,0.191,64.583,64507,0.0,2,70s,0
0.471,0.449,-9.845,0.0546,0.794,2.25e-05,0.35,0.715,74.673,141493,34.88236,8,60s,1
0.602,0.348,-11.892,0.0274,0.15,1.77e-06,0.0697,0.447,78.401,238973,26.27287,9,80s,1
0.555,0.692,-4.767,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,222360,40.01727,10,00s,1
0.709,0.976,-7.773,0.13,0.185,0.0,0.405,0.589,94.243,236987,59.50883,9,80s,0
0.618,0.583,-8.53,0.144,0.0747,0.857,0.0673,0.511,88.975,138307,46.57138,6,10s,0
0.64,0.133,-12.726,0.0368,0.913,0.0509,0.112,0.376,117.61,138693,37.36385,6,70s,1
0.537,0.545,-6.741,0.0262,0.835,0.0,0.17,0.761,107.395,140333,41.65322,6,60s,1
0.137,0.46,-9.072,0.0391,0.504,0.956,0.164,0.0927,76.326,158280,29.70233,9,70s,0
0.568,0.764,-3.465,0.255,0.217,0.0,0.0931,0.625,179.985,160720,42.1461,7,10s,1
0.721,0.456,-12.524,0.0325,0.468,0.00308,0.174,0.964,113.229,249227,34.60151,11,70s,1
0.327,0.0462,-24.656,0.0387,0.991,0.903,0.195,0.0339,111.604,369587,32.71666,16,10s,0
0.152,0.842,-5.783,0.0418,0.00347,0.912,0.115,0.283,95.49,363333,73.27519,19,90s,0
0.694,0.716,-7.468,0.0513,0.00909,0.000814,0.0772,0.889,121.427,337187,62.79482,13,80s,1
0.686,0.306,-12.811,0.0256,0.759,9.18e-05,0.108,0.192,83.849,207573,30.88668,13,00s,1
0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,46.03131,8,10s,1
0.487,0.277,-16.636,0.0778,0.612,1.79e-05,0.126,0.711,160.947,142200,65.96304,5,60s,0
0.398,0.57,-7.068,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,40.18855,8,80s,1
0.467,0.641,-12.203,0.0448,0.000388,8.47e-05,0.0594,0.587,156.134,230067,38.10963,11,90s,1
0.554,0.621,-5.37,0.0325,0.169,0.0,0.086,0.257,147.798,204360,35.98995,9,10s,1
0.8,0.795,-7.928,0.0733,0.00388,0.713,0.105,0.599,123.01,440253,32.24525,15,10s,0
0.765,0.416,-15.527,0.0675,0.0127,0.00484,0.0742,0.932,117.375,307973,26.79816,17,70s,1
0.793,0.573,-6.644,0.0361,0.0537,0.135,0.199,0.515,122.699,226000,32.50015,10,80s,0
0.419,0.516,-9.937,0.0335,0.494,4.41e-06,0.148,0.476,97.884,193440,36.31118,10,70s,1
0.859,0.397,-14.769,0.0448,0.21,0.0,0.0624,0.976,105.569,241973,26.2182,10,80s,1
0.704,0.731,-8.294,0.0384,0.0401,0.000143,0.0805,0.554,110.023,280867,27.36969,13,90s,0
0.453,0.956,-4.973,0.0666,0.0014,0.877,0.0997,0.269,81.529,206440,36.69378,8,00s,0
0.396,0.484,-11.849,0.0745,0.0922,0.000202,0.372,0.532,145.493,298467,30.66503,13,60s,0
0.548,0.488,-14.834,0.0318,0.00974,0.000205,0.187,0.269,126.446,257600,15.62215,10,80s,1
0.664,0.873,-3.115,0.0394,0.0305,0.0,0.228,0.571,129.876,210093,32.9913,9,10s,1
0.468,0.536,-8.71,0.0289,0.943,8.17e-05,0.742,0.599,90.748,156160,24.05467,8,60s,1
0.58,0.916,-4.358,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907,31.69461,14,10s,1
0.492,0.641,-5.296,0.0448,0.459,0.0,0.0809,0.235,76.07,242093,27.76869,9,00s,1
0.359,0.591,-8.668,0.0561,0.637,0.0,0.281,0.91,183.318,132667,20.52019,10,60s,1
0.494,0.588,-10.484,0.0392,0.332,0.0,0.205,0.922,165.923,278027,50.97792,12,80s,0
0.516,0.0793,-23.429,0.0368,0.741,0.844,0.125,0.425,111.872,80573,0.0,2,80s,0
0.332,0.489,-8.886,0.0368,0.758,0.707,0.214,0.64,110.696,131047,37.86771,8,60s,0
0.722,0.277,-12.613,0.0355,0.796,0.776,0.0654,0.921,125.054,187067,51.85818,9,60s,1
0.739,0.688,-5.581,0.0349,0.498,0.0,0.17,0.769,126.998,211253,29.67597,10,00s,1
0.347,0.228,-9.667,0.0296,0.901,0.0,0.38,0.184,133.574,221373,45.54706,13,80s,1
0.891,0.486,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,31.97926,10,10s,1
0.433,0.962,-4.252,0.0962,0.000227,0.0,0.37,0.72,174.939,192640,64.00607,7,10s,0
0.731,0.779,-9.126,0.0454,0.00468,0.00134,0.0557,0.954,116.233,233667,34.38158,9,80s,1
0.18,0.969,-6.159,0.0847,0.335,0.607,0.114,0.22,154.454,196240,117.30943,5,00s,0
0.321,0.435,-10.942,0.0341,0.256,1.06e-05,0.086,0.174,158.465,298133,45.70894,18,90s,1
0.322,0.848,-7.009,0.0375,0.0868,0.184,0.154,0.556,135.794,171867,15.2728,9,60s,0
0.575,0.606,-7.91,0.0343,0.119,0.0,0.0576,0.908,136.377,134840,25.89173,6,60s,1
0.407,0.134,-17.784,0.0326,0.341,9.3e-05,0.357,0.324,97.322,200507,48.34199,10,60s,1
0.6,0.229,-23.628,0.0645,0.879,0.926,0.135,0.102,93.818,115093,43.97848,6,70s,0
0.339,0.707,-5.121,0.0428,0.0113,0.0,0.337,0.359,173.993,183808,34.06756,9,10s,1
0.482,0.182,-19.648,0.0614,0.953,3.5e-05,0.313,0.335,139.73,477960,35.98019,21,60s,0
0.354,0.974,-3.994,0.103,2.77e-06,0.823,0.0937,0.312,108.972,254280,49.4654,13,00s,0
0.252,0.683,-12.164,0.0696,0.244,0.949,0.128,0.0872,135.107,78213,33.18557,3,00s,0
0.705,0.511,-7.422,0.202,0.125,1.72e-06,0.153,0.581,82.011,229773,48.31709,10,90s,1
0.165,0.29,-16.755,0.0399,0.866,0.955,0.108,0.134,95.963,83413,34.01615,4,10s,0
0.437,0.331,-12.41,0.0458,0.983,0.794,0.153,0.48,121.959,189813,77.29617,11,10s,0
0.221,0.674,-11.579,0.0639,0.00262,0.383,0.115,0.0424,175.875,430000,55.44023,14,00s,0
0.406,0.996,-1.115,0.202,0.0025,0.308,0.0919,0.285,170.121,183529,25.77791,10,10s,0
0.602,0.818,-7.385,0.0393,0.215,0.0,0.203,0.965,115.294,178520,45.87614,6,60s,0
0.547,0.504,-13.723,0.0391,0.719,0.858,0.253,0.963,120.701,164733,64.34159,6,90s,0
0.868,0.919,-5.701,0.112,0.0594,0.0,0.105,0.711,116.803,242880,33.4862,12,80s,0
0.2,0.351,-9.983,0.0307,0.913,0.0,0.269,0.283,92.722,154960,38.08134,9,60s,1
0.607,0.975,-11.289,0.0303,0.125,0.548,0.0509,0.873,118.069,306707,100.74422,9,80s,0
0.4,0.618,-8.291,0.0538,0.472,0.00635,0.333,0.222,117.346,170853,28.67843,11,70s,0
0.645,0.0717,-18.29,0.194,0.994,0.0265,0.166,0.561,134.917,132800,35.67436,7,60s,0
0.312,0.861,-14.575,0.0922,0.00262,0.000583,0.0543,0.262,133.668,341267,30.17903,15,80s,0
0.488,0.425,-9.407,0.0262,0.333,0.0,0.104,0.233,165.06,251200,50.58709,12,90s,1
0.5,0.452,-10.727,0.0427,0.532,2.28e-06,0.186,0.624,116.988,205267,35.24522,12,60s,0
0.458,0.063,-24.138,0.0592,0.988,0.926,0.133,0.061,61.492,266053,27.50383,13,60s,0
0.524,0.491,-11.652,0.0279,0.611,0.0,0.219,0.936,139.873,143773,21.03467,7,70s,1
0.411,0.908,-7.23,0.0715,0.00117,0.129,0.0662,0.812,158.128,302360,60.37429,12,80s,0
0.583,0.556,-12.165,0.0339,0.372,0.0,0.676,0.783,133.215,150373,59.0632,7,60s,0
0.606,0.716,-6.295,0.225,0.865,0.833,0.165,0.675,98.74,448967,28.19689,23,00s,0
0.396,0.647,-11.62,0.0692,0.0254,0.749,0.336,0.899,131.586,415320,42.57623,13,60s,0
0.589,0.427,-15.535,0.0331,0.391,0.0,0.0502,0.743,114.558,157867,17.74049,7,90s,0
0.617,0.571,-8.79,0.0347,0.53,0.000718,0.101,0.7,84.287,194216,54.05286,10,60s,1
0.634,0.621,-9.795,0.0351,0.0727,1.66e-06,0.286,0.784,120.06,161939,31.72636,8,90s,0
0.428,0.987,-2.927,0.14,0.000943,0.0,0.724,0.515,100.84,125747,53.16249,5,00s,0
0.498,0.988,-0.876,0.359,0.0157,1.18e-06,0.237,0.457,180.061,180000,16.02617,9,10s,0
0.357,0.23,-16.378,0.0303,0.775,1.23e-05,0.104,0.21,142.689,253800,30.41934,11,70s,1
0.684,0.698,-8.946,0.0478,0.333,0.0,0.0846,0.926,99.848,175747,20.8949,8,70s,1
0.283,0.741,-11.187,0.0595,1.86e-05,0.155,0.181,0.347,151.728,199333,41.39739,7,90s,0
0.246,0.952,-5.045,0.114,0.000558,0.00193,0.959,0.387,151.374,343200,56.1218,12,00s,1
0.308,0.934,-4.145,0.0606,0.000306,0.0313,0.0863,0.541,97.848,307867,49.45041,14,00s,0
0.405,0.547,-14.29,0.0381,0.111,8.03e-06,0.163,0.406,138.411,257400,41.12301,11,80s,1
0.762,0.666,-8.675,0.0446,0.338,0.0,0.039,0.895,88.295,153347,53.6433,7,70s,1
0.771,0.588,-11.379,0.0482,0.0435,0.0,0.318,0.958,124.54,218147,49.71254,10,80s,1
0.586,0.367,-17.222,0.0313,0.582,0.00159,0.15,0.621,120.298,160813,19.99263,9,60s,0
0.719,0.735,-6.965,0.0429,0.262,0.00572,0.206,0.963,157.98,224707,25.36862,13,80s,0
0.63,0.671,-6.659,0.256,0.363,0.0,0.113,0.333,89.921,174333,49.36604,9,10s,1
0.533,0.114,-22.483,0.0387,0.716,0.0,0.188,0.546,77.662,167373,26.43198,8,90s,0
0.745,0.387,-15.416,0.0585,0.065,0.0162,0.0527,0.962,174.585,215107,25.9692,11,70s,0
0.611,0.55,-8.611,0.0436,0.306,0.00659,0.112,0.622,78.501,255147,36.83087,10,90s,1
